departamento,municipio,zona_urbana_rural,tipo_de_vivienda,tenencia_de_la_vivienda,area_total_m2,habitaciones,banos,pisos,antiguedad_de_la_vivienda,calidad_de_construccion,parqueaderos,estrato,tamano_del_hogar,numero_de_ninos,numero_de_adultos_mayores,genero_del_jefe_del_hogar,edad_del_jefe_del_hogar,nivel_educativo_del_jefe_del_hogar,situacion_laboral_del_jefe_del_hogar,distancia_al_centro_de_la_ciudad_km,indice_de_seguridad_del_barrio,acceso_a_transporte_publico,acceso_a_internet,acceso_a_agua_potable,acceso_a_gas,indice_de_pobreza,acceso_a_credito,ahorros_del_hogar,ingreso_del_hogar,valor_de_mercado_de_la_vivienda
Caldas,Pereira,Urban,House,Rented,41.72888501931995,5,2,2,68,Low,2,4,7,0,0,Female,45,University,Formal,6.210632558042617,70.1119780310862,Yes,Yes,Yes,Yes,0.19563278894678998,Yes,2995324.975713736,10835117.365573103,57.81104413381882
Risaralda,Pereira,Urban,Apartment,Rented,36.62255815684438,2,1,3,21,Medium,1,4,2,0,1,Male,69,Primary,Informal,1.7413642586156963,65.76251211025995,Yes,Yes,Yes,No,0.11643133295954028,No,2109011.2195271854,3795641.442493014,66.01858363572063
Caldas,Bucaramanga,Rural,Farm,Owned,53.469643101646504,1,2,3,61,Low,1,2,4,3,2,Female,61,Secondary,Informal,7.961576238611507,76.60125857306946,Yes,Yes,Yes,Yes,0.22914414314235207,Yes,6310709.6561365565,2952582.704021443,37.67774615199395
Valle del Cauca,Cali,Urban,Apartment,Rented,80.54438627441492,3,2,2,50,Medium,2,4,5,2,2,Female,31,Secondary,Formal,26.494254125142174,37.86323710478447,Yes,Yes,Yes,Yes,0.166043861104074,No,245256.23077390777,6404755.219161506,109.47178121280336
Bolívar,Medellín,Rural,House,Family,72.4150691859406,4,1,3,38,Low,1,3,1,1,1,Female,66,University,Formal,11.101302169131479,93.45349904831942,Yes,Yes,No,Yes,0.1153486790063447,Yes,5071083.722312213,6774520.514515393,86.20193668385117
Caldas,Cali,Urban,Farm,Owned,85.44327193704603,1,2,1,21,Low,2,1,3,1,0,Female,66,Primary,Unemployed,7.567411639394468,90.30068549182892,Yes,No,Yes,Yes,0.2869436210261718,Yes,1224379.743610595,505628.22084110853,30.507362019848095
Caldas,Medellín,Urban,House,Rented,68.25467489609984,3,3,3,6,Medium,1,1,4,2,0,Female,78,University,Formal,3.660969946270533,77.25446389408972,Yes,Yes,No,No,0.09768935040801996,Yes,1087053.948961594,2013663.326687376,74.15139156317667
Santander,Bucaramanga,Rural,Farm,Family,94.16848272524899,1,2,1,49,High,2,2,1,1,1,Female,29,Secondary,Formal,13.320677090801604,45.44301621202863,No,Yes,Yes,Yes,0.1440228029627312,Yes,786919.6215866302,3269041.2004410056,94.38889285125518
Bolívar,Medellín,Urban,Apartment,Family,267.45355999081715,3,1,1,53,Medium,2,3,1,1,2,Female,46,Primary,Formal,5.2956710476878,73.80610422085807,Yes,Yes,Yes,Yes,0.14306011051410522,Yes,2959167.725011921,4342247.935477734,252.02314947703826
Caldas,Bogotá,Rural,Farm,Owned,80.33696569180675,1,2,2,11,Low,1,2,4,4,2,Male,64,University,Formal,5.268577590810324,95.53183612927084,Yes,Yes,Yes,Yes,0.19222434128024646,Yes,2036587.953404628,4968754.43881324,105.30794803789794
Atlántico,Pereira,Urban,House,Owned,86.84855163755564,5,2,2,61,Low,1,3,4,3,0,Male,37,Postgraduate,Unemployed,3.0844997890570873,60.97440127783433,Yes,Yes,Yes,Yes,0.35186842743723323,Yes,4638482.357578812,4559619.006848902,113.33906423212288
Cundinamarca,Barranquilla,Urban,House,Owned,106.13179329439421,3,2,2,37,High,1,1,1,1,1,Female,35,University,Informal,1.761828351476842,51.47900919796261,Yes,Yes,Yes,Yes,0.16316087746203456,Yes,2495780.7476034956,1370061.357299306,84.05908713083012
Risaralda,Bucaramanga,Urban,House,Family,115.82984554068632,1,3,1,66,Low,0,4,5,2,0,Female,21,Postgraduate,Formal,8.07964672029298,71.47986943399845,Yes,Yes,Yes,Yes,0.18331378662818873,No,1365539.653015084,14696668.801749205,151.4228188833867
Atlántico,Cartagena,Urban,House,Rented,95.22228710148683,3,2,3,69,Medium,2,2,3,4,1,Female,58,Secondary,Formal,5.047717164608648,31.60933131516952,Yes,Yes,Yes,Yes,0.043210786018029274,Yes,1093957.4536427849,2516134.5833582953,59.73835817882096
Antioquia,Barranquilla,Urban,Apartment,Family,176.3725441889621,5,1,1,40,High,2,4,4,0,2,Female,29,Primary,Informal,16.277944156669257,92.15615188945921,Yes,Yes,Yes,Yes,0.14006860353282782,Yes,1360254.350956965,4324180.264211557,181.475984423609
Atlántico,Bucaramanga,Urban,House,Family,122.68081165526718,3,1,3,66,Low,2,5,4,3,2,Female,57,University,Formal,19.067545578729693,53.99171888987119,Yes,Yes,Yes,Yes,0.12256280397048293,Yes,172679.99685405477,12604673.747044377,144.73480696543436
Santander,Barranquilla,Urban,Apartment,Owned,12.324951768138186,3,1,1,1,Low,2,1,6,4,1,Female,46,Primary,Informal,29.62076835190137,96.73672704386983,No,Yes,Yes,Yes,0.03823522067795146,Yes,4330576.792411664,1530296.6990832118,11.30479033778261
Santander,Bogotá,Urban,Farm,Rented,39.345077442629396,1,1,2,56,Low,0,3,2,1,0,Female,32,Postgraduate,Formal,16.643219554360115,95.75364148219562,Yes,No,Yes,Yes,0.14402081595286154,Yes,4625093.935407703,10815358.264541056,86.02458357253042
Caldas,Barranquilla,Urban,House,Family,54.74974585196406,4,2,2,58,Medium,2,1,4,1,0,Male,31,Secondary,Unemployed,2.6295450201754793,33.60414710266471,Yes,Yes,Yes,Yes,0.5645325909401447,Yes,808002.9919246217,223422.44456602662,51.519415042422885
Atlántico,Medellín,Rural,Farm,Owned,91.96661988817878,5,3,1,29,High,0,1,7,2,0,Female,63,University,Formal,2.6616287209695484,95.91426491660485,Yes,Yes,Yes,Yes,0.20990768816423516,Yes,2386855.992438779,2595686.3269753787,138.88580546822405
Santander,Manizales,Urban,Farm,Owned,113.81072403104695,1,1,3,60,Low,2,1,5,0,0,Female,33,Secondary,Informal,3.004612136307618,74.47925739412244,Yes,Yes,Yes,Yes,0.37064714577012703,No,1160922.4390670592,1755956.993663211,112.73094058502102
Cundinamarca,Barranquilla,Urban,Apartment,Rented,74.75652739611304,2,2,1,48,Low,0,6,5,2,0,Male,62,University,Informal,11.573018671519959,79.5737221116828,No,Yes,Yes,Yes,0.21775531774252022,Yes,2062340.0000865678,11556721.52250343,122.37730376906032
Bolívar,Bucaramanga,Urban,House,Rented,266.75062456991026,3,3,2,48,Low,2,1,4,1,1,Male,20,Secondary,Formal,18.98105322807609,94.1948029102538,Yes,Yes,Yes,Yes,0.3350338793361961,No,1152628.4956744509,2377745.0637756893,170.42064961363315
Atlántico,Cartagena,Rural,Apartment,Owned,151.20831799577232,2,3,2,42,Low,0,3,3,0,0,Female,29,Secondary,Formal,6.530276684591627,50.74985374498529,Yes,No,Yes,Yes,0.0380841704419604,Yes,2161746.21209954,4375315.0150142275,138.62143844958507
Risaralda,Cartagena,Urban,House,Rented,78.68036270186889,1,1,2,16,Low,2,1,3,1,0,Male,33,Secondary,Formal,3.559516728487676,63.169843189917465,Yes,Yes,Yes,Yes,0.2495259823040242,No,1555206.3831504318,1076683.8405973813,78.70866892584355
Cundinamarca,Manizales,Urban,Farm,Rented,52.562967607751965,4,2,3,57,Medium,0,4,4,2,2,Male,69,University,Unemployed,13.25473029785549,50.430660966639124,Yes,Yes,Yes,Yes,0.17152262142216998,No,1228668.8281091838,2321459.793090076,80.88985495594834
Caldas,Cali,Urban,Apartment,Family,71.84173067158224,5,2,1,19,Medium,0,2,4,3,2,Male,40,Primary,Informal,20.82933757686433,45.70720757868143,Yes,Yes,Yes,Yes,0.2818880725319263,Yes,3321707.015906783,1730867.066923848,69.75941857670144
Bolívar,Manizales,Urban,House,Rented,220.16184656000772,1,2,3,53,Medium,1,1,7,2,0,Female,30,Secondary,Formal,5.84615097495745,96.12696920133712,Yes,Yes,Yes,Yes,0.17947801663813,Yes,3880508.063928305,1467416.0079092826,134.37880511623962
Risaralda,Pereira,Urban,Farm,Owned,224.0397625579296,4,2,1,57,Medium,2,3,5,4,2,Female,37,Secondary,Informal,12.517344012549003,47.81224626175813,Yes,Yes,Yes,Yes,0.4779709231801876,Yes,1056339.7657585826,3686625.42720139,186.13513119054804
Caldas,Barranquilla,Rural,Apartment,Rented,81.76065771035213,1,1,1,3,Low,1,2,7,3,1,Female,61,Primary,Informal,15.655044669261962,42.64429445111253,Yes,Yes,Yes,Yes,0.18225252315618445,Yes,1832891.0708786938,2217398.3163416903,68.29353691906982
Risaralda,Cartagena,Urban,Apartment,Family,211.48786080941508,4,3,2,63,Low,0,1,2,3,1,Male,70,University,Formal,1.5641428748085895,61.98464911239913,Yes,Yes,Yes,Yes,0.1090716163265376,Yes,4180304.030700758,2601707.3548850855,172.12826852930212
Caldas,Manizales,Urban,Apartment,Rented,55.21857050615903,2,3,2,8,Low,1,4,7,3,2,Male,68,University,Formal,15.382136793387748,99.34103483732704,Yes,Yes,Yes,No,0.4202207494795189,Yes,2251525.293365681,12771335.856498951,133.71303978497969
Risaralda,Barranquilla,Rural,Apartment,Family,123.2212084023165,4,1,3,34,Medium,1,2,4,2,2,Male,78,Primary,Formal,19.313853001792115,35.191021279214645,Yes,Yes,Yes,Yes,0.18907142071796237,Yes,348851.8480224831,2351379.4135713954,126.13578119402422
Bolívar,Pereira,Urban,Farm,Rented,54.85704040230692,5,3,2,27,Medium,0,2,3,3,2,Female,53,Secondary,Formal,26.437518676656055,87.71240192495065,Yes,Yes,Yes,Yes,0.28244076748063046,Yes,3107443.2462446974,4523644.423072161,53.817230690356276
Cundinamarca,Cartagena,Rural,Farm,Rented,114.53441081812268,2,3,1,26,Medium,1,1,7,0,2,Female,53,University,Formal,3.97251982335154,52.996075254483756,Yes,Yes,Yes,Yes,0.28042281125633234,Yes,2099616.545472425,2850886.687137726,115.12693387808525
Risaralda,Pereira,Rural,Farm,Owned,122.5832970927866,3,1,2,49,High,1,3,4,4,2,Female,52,University,Unemployed,17.060906737597474,60.63050259009404,Yes,Yes,Yes,Yes,0.16175134559629364,No,626608.069367826,1547791.8074267837,145.5595414436998
Risaralda,Barranquilla,Urban,Farm,Owned,112.40939453278692,2,1,1,44,Medium,1,3,1,2,0,Female,76,University,Informal,3.6952662228437716,81.32373530624861,Yes,Yes,Yes,Yes,0.513535513785259,Yes,2230691.1386233103,6681264.1936939275,121.75260106081193
Valle del Cauca,Bucaramanga,Urban,House,Rented,192.54128551219358,2,3,3,13,Low,1,4,5,2,0,Male,75,Secondary,Formal,16.925493353426198,58.95830345936766,Yes,Yes,Yes,Yes,0.4387765905420323,Yes,873190.2465577879,8750884.56216556,216.8477703929458
Atlántico,Barranquilla,Urban,Farm,Rented,73.71750103956055,3,1,2,28,Medium,0,2,5,2,2,Female,57,Primary,Formal,3.4017678373468385,46.12264384832643,No,Yes,Yes,Yes,0.2767651571703672,No,820120.4905491902,2997038.3454095535,96.7342000305084
Bolívar,Manizales,Urban,Apartment,Family,122.03916555021091,2,2,2,59,Medium,0,4,2,0,2,Female,74,Secondary,Formal,14.431197592629738,94.0054762116435,Yes,Yes,No,Yes,0.1205604164837299,Yes,2492942.2852297467,6908954.90836996,137.62379075240295
Caldas,Pereira,Rural,Apartment,Family,160.56464321073278,2,2,1,28,Low,1,2,7,1,1,Male,32,Secondary,Formal,22.531564775123712,89.97612545409646,Yes,Yes,Yes,Yes,0.5870815249034104,No,5964763.413238702,4387301.058046382,109.15374053259887
Bolívar,Bucaramanga,Rural,Apartment,Owned,53.14104706010732,3,3,2,56,Medium,2,4,3,0,2,Male,28,Secondary,Formal,5.909110493526475,46.66449502152389,No,Yes,Yes,Yes,0.4548348780896509,Yes,2225047.9053658755,7515366.450511379,93.60834209963826
Santander,Bucaramanga,Urban,Apartment,Rented,100.19490588493774,3,1,3,60,Low,2,1,4,1,2,Male,30,University,Formal,7.554761497127717,72.71476705013102,No,Yes,Yes,Yes,0.26842215467250946,Yes,895946.806490504,2831309.255234752,77.56000476506206
Caldas,Cali,Urban,House,Rented,90.0284645493636,5,2,3,59,High,1,5,2,3,2,Male,52,Secondary,Formal,1.6926156427640693,96.23642056630757,Yes,Yes,Yes,Yes,0.10083787921819262,Yes,109656.70122091746,7955209.827519201,114.50750580297697
Bolívar,Cartagena,Urban,Apartment,Family,238.87573337436652,2,1,2,65,Low,0,2,6,0,1,Female,57,Secondary,Informal,8.166629425726533,40.783374534460705,Yes,Yes,Yes,Yes,0.21216787825408157,Yes,3385508.212266096,2294807.4969064347,171.98735896772743
Cundinamarca,Medellín,Urban,Apartment,Rented,130.92087230609434,2,3,1,50,Medium,1,4,3,3,1,Male,72,Secondary,Formal,3.2722082204250356,41.91677874458319,Yes,Yes,Yes,Yes,0.14909078407094706,No,2290330.2583339503,6574307.660153608,148.59974616939982
Caldas,Bucaramanga,Urban,Apartment,Rented,92.26678670631533,2,3,3,9,Medium,0,4,6,3,2,Female,55,University,Informal,5.122975255966788,39.29649715915322,Yes,Yes,Yes,Yes,0.17283045935026686,No,6345292.036675984,7000516.870803267,155.33300217622505
Caldas,Pereira,Rural,Farm,Rented,99.86572631448342,5,1,2,50,Medium,2,1,5,2,1,Male,47,Primary,Formal,16.309996870396883,48.373702843550134,Yes,Yes,Yes,Yes,0.3944281134154547,Yes,2583214.8024661164,2634456.353963796,84.29668961444962
Bolívar,Cartagena,Urban,Farm,Family,144.86381004280057,2,1,2,47,High,1,4,1,3,1,Female,68,University,Formal,13.440837805502445,52.54187702345105,Yes,No,Yes,No,0.41456616147967845,Yes,696348.2683478553,13094714.061162742,137.77723737395613
Caldas,Bogotá,Rural,House,Family,117.82989690819704,3,1,3,56,High,1,2,4,3,0,Male,73,Secondary,Informal,4.588273830217443,31.285747547142297,Yes,Yes,Yes,Yes,0.4128406496075642,Yes,1331714.0366204237,2372046.5436653756,114.82067733673262
Valle del Cauca,Barranquilla,Urban,House,Family,144.73759759564751,3,2,1,51,Low,0,3,3,3,0,Female,46,University,Formal,10.07592955199314,91.17641528170098,Yes,Yes,Yes,Yes,0.24738140686902646,Yes,2160119.6586462245,9805125.717589913,184.2975749822607
Atlántico,Manizales,Urban,House,Rented,43.13630059921943,3,3,2,56,Medium,0,3,3,0,0,Male,59,Secondary,Formal,16.94632432628774,74.35712692825288,Yes,Yes,Yes,No,0.14719931949793644,Yes,1699022.232991223,4751151.739184978,-7.663822697050023
Caldas,Pereira,Urban,Apartment,Family,31.53467524266557,3,3,2,11,Medium,2,3,4,4,1,Female,65,Secondary,Unemployed,18.683834454683137,79.14224655326284,Yes,Yes,Yes,Yes,0.22556351423641466,No,6182943.139479925,587167.2597943231,77.37486886677735
Atlántico,Bogotá,Rural,House,Owned,51.95673930881058,4,2,1,33,Medium,2,4,5,3,1,Female,76,Primary,Informal,2.496110734402687,82.17513403273318,Yes,Yes,Yes,Yes,0.18340363602534634,No,2702064.1800764035,2798620.8821323025,110.37816403254936
Bolívar,Pereira,Urban,Farm,Owned,163.7426621153145,3,2,1,65,Low,1,4,7,4,2,Female,59,Secondary,Unemployed,7.764939287722027,34.359921381716404,No,No,Yes,Yes,0.3515852453580147,Yes,4624011.475119566,2670918.263037546,136.57574619592108
Risaralda,Barranquilla,Urban,Farm,Family,215.98877080007878,5,2,2,40,Low,1,2,2,3,2,Female,37,Secondary,Formal,6.20282544703689,98.27005549968578,Yes,No,Yes,Yes,0.701096189494579,Yes,5513544.97054802,5384692.739667019,212.91339112635833
Antioquia,Cali,Urban,Farm,Family,47.183192375499786,4,3,1,53,Low,0,1,4,4,1,Female,33,University,Informal,4.066702237696743,36.23815290045108,Yes,Yes,Yes,No,0.24253480990474288,No,3058297.579612421,2372243.852781333,38.02239425970069
Antioquia,Pereira,Urban,Apartment,Rented,56.073979693760975,2,1,1,20,Medium,2,1,3,0,0,Male,52,Primary,Formal,0.5576962132058639,40.0561885016489,Yes,Yes,Yes,Yes,0.39829138391348423,Yes,4424086.988045709,1427910.1999944649,65.39591593669823
Risaralda,Bucaramanga,Urban,Apartment,Family,252.35622992159026,3,1,1,17,Medium,2,4,6,2,2,Male,65,University,Informal,6.489313978431351,86.8183869206963,Yes,Yes,Yes,Yes,0.32965145584151184,Yes,992037.4362927467,7492014.779352509,237.29123552773004
Risaralda,Medellín,Urban,House,Family,79.65829578046174,2,3,2,45,High,1,2,5,1,1,Male,41,Secondary,Informal,10.837106937481174,67.89609235150168,Yes,No,Yes,Yes,0.23577801990384584,Yes,2943441.15082973,2176260.3892872008,110.4205567483251
Risaralda,Bucaramanga,Urban,House,Owned,233.98939399396156,3,3,1,6,High,2,1,4,4,2,Female,74,Primary,Formal,4.881728276157879,80.93264331566488,No,Yes,Yes,Yes,0.180431513495109,Yes,4632169.70295277,576722.0317591565,165.31440301233522
Cundinamarca,Barranquilla,Urban,House,Owned,28.47177745927349,3,1,3,37,Medium,0,2,2,4,2,Male,48,Secondary,Formal,14.577216914391851,55.73306963957465,No,Yes,Yes,Yes,0.2234712178519937,Yes,1795833.4462375345,3774288.2799836905,29.85509792780367
Antioquia,Pereira,Urban,House,Owned,120.81370797920258,4,2,3,19,Medium,0,6,5,3,0,Female,35,Postgraduate,Informal,21.07572013870179,35.62243509343782,Yes,Yes,Yes,Yes,0.13818103253227182,No,1883936.6512926375,14900529.056736462,176.3976985366627
Risaralda,Medellín,Rural,Apartment,Owned,115.60025209164904,3,2,1,3,Medium,0,3,6,3,1,Female,66,Secondary,Unemployed,6.120299700539978,67.61199988720594,Yes,No,Yes,Yes,0.20857580546121343,Yes,1720012.7439030565,714202.3093905295,101.71701406829274
Cundinamarca,Bucaramanga,Urban,Farm,Family,176.25064135893462,3,3,3,10,Medium,2,5,6,1,2,Male,51,Secondary,Formal,7.968900841455275,33.456723150853485,Yes,Yes,Yes,Yes,0.2626691208490091,Yes,432631.15352191,8999853.103031106,194.52771004839886
Santander,Medellín,Urban,Apartment,Owned,159.99361257031333,1,3,1,5,Medium,0,1,7,4,0,Female,59,Secondary,Formal,8.068677719282269,35.169996261035685,No,Yes,Yes,Yes,0.214066271528494,Yes,3899383.8642212404,1061788.0194182778,106.85438127000018
Caldas,Manizales,Urban,House,Rented,53.15477591119815,5,3,1,6,Medium,1,5,6,3,2,Male,29,University,Informal,27.71712377475039,36.35323548945142,Yes,Yes,Yes,Yes,0.045024491142223386,No,1299186.1982026484,7836191.350508515,130.17637220302205
Cundinamarca,Barranquilla,Urban,Apartment,Rented,56.969883170371745,5,3,3,44,High,2,3,1,2,0,Male,56,Postgraduate,Informal,28.026012015054107,46.65173467944231,Yes,Yes,Yes,Yes,0.45296622026613714,Yes,1161779.403750329,9239676.222031787,111.53049482073556
Antioquia,Cali,Urban,Farm,Family,118.49650966510674,2,1,2,29,Medium,2,3,7,3,1,Male,51,University,Informal,14.061766663111847,36.866920461034155,Yes,Yes,Yes,Yes,0.26759838843673306,Yes,1287459.81971077,5692546.214305316,86.650374713959
Bolívar,Cali,Rural,Apartment,Rented,82.24636158048033,2,1,1,27,Low,0,1,1,3,2,Male,49,Secondary,Formal,8.883669492320086,82.5147104947261,Yes,Yes,Yes,Yes,0.21935390708101252,Yes,178578.88603054124,2703605.7122803405,72.05960074930928
Santander,Pereira,Urban,Farm,Owned,153.91693655326196,4,3,1,55,Medium,2,2,2,3,0,Female,24,Postgraduate,Formal,10.756990092580276,79.69071920060725,Yes,Yes,Yes,Yes,0.4214061606188177,Yes,4243134.256463625,8942936.972930238,103.06999031380707
Antioquia,Bucaramanga,Urban,House,Owned,66.73477987622223,2,1,3,0,Low,1,2,7,0,0,Male,69,University,Formal,23.619603428900632,59.07666546818003,Yes,Yes,No,Yes,0.7810362007195386,Yes,3213870.8693551347,7522662.503866426,119.15933971816918
Caldas,Bogotá,Urban,Apartment,Rented,29.77688970931554,1,2,3,59,Low,1,1,7,4,1,Male,56,Secondary,Informal,16.326153756754863,94.27585520972612,Yes,Yes,Yes,Yes,0.29461827127587037,Yes,1463708.9611117,1775442.9349138034,8.549899432095735
Cundinamarca,Barranquilla,Urban,House,Family,89.16289896438813,2,2,1,47,Medium,2,2,4,4,2,Male,76,Primary,Informal,9.346761137392857,35.471719157633984,Yes,Yes,Yes,Yes,0.28786283269978635,No,2163482.105865655,1479763.570623396,94.55921268175187
Valle del Cauca,Bucaramanga,Rural,House,Owned,162.5707111103142,3,3,3,27,Low,2,5,5,2,2,Female,57,University,Formal,8.717924279324562,65.30128179199272,Yes,Yes,Yes,No,0.3255342906840612,Yes,611587.4369696532,15524431.403451584,147.78368482225855
Atlántico,Bucaramanga,Rural,Farm,Owned,97.71987743211484,2,2,2,54,High,2,1,7,2,2,Female,49,Primary,Formal,3.2283946465459294,98.19790263382872,Yes,Yes,Yes,Yes,0.1454205623165878,Yes,1420946.0209734712,1313152.0210245787,51.82988289488452
Caldas,Cali,Urban,Farm,Rented,77.5108127253825,2,3,2,30,Low,2,3,3,2,2,Female,71,Primary,Formal,4.949399910264693,41.57070053568926,Yes,Yes,Yes,Yes,0.4253778176468419,Yes,2896927.3191506336,4831128.425450604,93.80009235267268
Antioquia,Pereira,Urban,House,Family,114.84541493574733,3,1,2,19,High,2,4,2,3,1,Female,44,University,Formal,15.009614171753915,56.71070528266493,Yes,Yes,Yes,Yes,0.11407964098872118,Yes,1819648.53476833,9715744.565466236,155.87140275337558
Risaralda,Medellín,Rural,Farm,Family,178.16025221738863,1,3,1,58,High,1,6,3,3,1,Female,36,Primary,Formal,25.280200886422563,57.70789471749275,Yes,Yes,Yes,Yes,0.2886495383400825,Yes,344690.69536367565,9404357.022932777,231.6627286003965
Cundinamarca,Barranquilla,Urban,Farm,Rented,38.76814782944616,5,2,3,28,Low,1,3,1,2,0,Female,63,University,Informal,7.4308857429266615,52.763377430533055,Yes,Yes,Yes,Yes,0.16132845221254397,No,1570413.2745388283,4520402.24971613,75.37936513599084
Risaralda,Manizales,Urban,House,Owned,50.12435366568583,1,3,3,27,Low,1,1,7,4,2,Female,32,Primary,Informal,21.769180115858696,38.303546136226174,Yes,Yes,Yes,Yes,0.5162453309112048,Yes,2492947.7241688697,1953197.4804893995,27.354101274362346
Risaralda,Medellín,Rural,House,Rented,83.70540590758311,1,1,1,41,Medium,2,4,4,1,2,Female,68,Secondary,Informal,26.340125279709188,46.74633378447575,Yes,No,Yes,Yes,0.2756957305870802,No,1266947.482561888,5324219.576041234,113.77367539102437
Risaralda,Cartagena,Urban,Farm,Rented,32.90369168294051,4,1,1,63,Low,1,4,2,4,2,Female,74,Secondary,Informal,7.678206532211287,58.14727392479979,Yes,Yes,Yes,Yes,0.12466745956240015,No,1957381.2397706457,4625026.007101172,66.08109545162667
Risaralda,Cartagena,Urban,House,Rented,57.78746431817771,4,3,3,25,Low,1,3,3,3,1,Male,62,University,Informal,10.952764808387654,67.02143591663318,Yes,Yes,Yes,No,0.5629981695919073,Yes,2352046.1690885965,6297687.760381263,84.0776977341644
Risaralda,Barranquilla,Rural,House,Owned,103.12061426393119,3,2,1,10,Medium,2,2,1,2,1,Female,51,Secondary,Informal,7.853388585497415,83.39122903749097,No,Yes,Yes,Yes,0.5753983936977186,Yes,2779783.650421326,3262409.032677364,129.99203727566007
Santander,Pereira,Urban,Farm,Owned,90.11795833828913,4,3,3,15,Medium,0,2,2,0,0,Female,33,Secondary,Formal,13.789504012538709,66.04861245803767,Yes,No,Yes,Yes,0.3306476112159049,No,2619387.4077626592,3456417.537211843,108.85092099459501
Antioquia,Bogotá,Urban,Apartment,Rented,73.95934042710662,5,3,3,35,Medium,1,5,3,2,0,Female,73,Primary,Formal,7.87395378817598,55.81696662083336,Yes,No,Yes,No,0.0984907482551619,Yes,2521890.860859497,7187146.000805867,70.86035915278478
Caldas,Cartagena,Urban,Apartment,Family,159.02483088646946,3,2,1,28,Medium,2,5,4,3,2,Female,49,Secondary,Formal,11.055824297813192,39.138358720400056,No,Yes,Yes,Yes,0.24546659337463017,Yes,1906118.1406564808,10436827.285512548,187.32141099032765
Antioquia,Cali,Urban,House,Rented,38.99871582991314,4,3,1,28,Medium,2,2,2,1,1,Male,59,University,Formal,7.165002918788252,97.64540645252274,No,Yes,Yes,Yes,0.25859609617404494,No,2303726.6381360935,5996339.357200395,60.694312779423555
Caldas,Bogotá,Urban,Farm,Owned,204.24899170394872,2,1,1,27,High,1,1,1,2,2,Male,71,Secondary,Informal,12.632217263413787,58.27272254489233,Yes,No,Yes,No,0.25231293779955627,Yes,906118.9376193084,1651038.606000475,129.84369371005573
Atlántico,Bucaramanga,Urban,House,Family,88.6442876830485,4,1,1,26,Medium,0,4,2,4,2,Male,64,Secondary,Formal,6.830477545062048,93.78243840279802,Yes,Yes,Yes,Yes,0.08633880284324656,No,1195781.0234907607,6673687.326494724,157.40226810616895
Cundinamarca,Cartagena,Urban,Farm,Family,80.57900195748311,5,2,1,10,Low,1,3,2,3,2,Male,71,Primary,Formal,13.680413833003644,34.16432894233353,Yes,Yes,Yes,Yes,0.18771701598666166,No,1244388.9307725064,4475294.896035573,109.46472356504312
Valle del Cauca,Cali,Rural,House,Owned,40.80990966897148,4,1,1,44,Medium,2,3,4,0,0,Male,48,Secondary,Unemployed,2.578121281504904,91.4233723019239,Yes,Yes,Yes,Yes,0.17816694221713764,No,680573.3469589388,1062728.1033986206,77.77430310721374
Santander,Bucaramanga,Urban,House,Owned,26.638934237198733,3,1,3,55,Medium,2,5,6,3,1,Male,47,Postgraduate,Formal,9.746748495875664,31.472615007003576,Yes,Yes,Yes,Yes,0.1539860210342499,No,1388537.9344626474,18905605.42990245,107.40529807326963
Cundinamarca,Bogotá,Urban,Farm,Rented,84.40940429274532,2,2,2,48,Low,2,5,2,2,1,Female,77,Secondary,Formal,19.060743268107096,58.1256162140818,Yes,No,Yes,Yes,0.25032242788258474,No,779696.9772026048,9304766.72755853,124.5067527333158
Santander,Barranquilla,Urban,House,Owned,113.4240102600051,3,3,1,52,Low,2,4,1,0,0,Female,58,University,Informal,11.878959982523472,36.23123900982891,Yes,Yes,Yes,Yes,0.3886955134940325,Yes,612235.7598024129,8250243.818178508,140.64110920492647
Caldas,Bucaramanga,Rural,Apartment,Family,144.66790538134606,2,3,3,67,Low,2,2,2,4,1,Female,47,Secondary,Formal,9.122043512255196,72.04242314742504,Yes,Yes,Yes,Yes,0.24378045185539907,No,775673.1328664724,4042165.328271462,113.08165431302113
Antioquia,Medellín,Urban,Apartment,Rented,95.87944399680632,2,2,3,51,Medium,2,4,5,2,1,Female,39,Primary,Informal,16.037469987575832,55.626275793071706,No,Yes,Yes,Yes,0.36623341096960443,No,1337827.4189826215,4019149.8057689695,116.27725061423065
Risaralda,Barranquilla,Urban,Farm,Rented,211.8111060363997,5,2,3,31,Medium,2,4,6,3,2,Male,30,University,Unemployed,32.91435707642827,89.24910155567437,Yes,Yes,Yes,Yes,0.34698227684176036,Yes,2101842.1501045884,2671798.9954836643,227.74882551644583
Atlántico,Barranquilla,Urban,House,Family,81.40161820791027,1,3,3,58,Low,1,1,3,4,0,Female,23,Primary,Informal,3.8334105282485718,50.21426151422685,Yes,Yes,No,No,0.5183754925988925,Yes,964115.4048564817,1087531.1810034455,23.664090095692885
Atlántico,Bogotá,Urban,Apartment,Owned,46.441292851932445,5,1,1,63,Low,0,2,3,1,0,Female,52,Primary,Formal,22.901398935665647,98.33938271297998,Yes,Yes,Yes,Yes,0.17058038070742196,Yes,240071.34735801452,3387601.153291289,102.99646169726107
